elapsed time,receive time,header.stamp,topic,value
0,1678374798.372537599,1678374798.361231088,/optitrack/bouncing_table/pose.pose.position.z,0.8815194964408875
0.0013134590000000001,1678374798.373851058,1678374798.365397691,/optitrack/bouncing_table/pose.pose.position.z,0.8815184831619263
0.00543766,1678374798.377975259,1678374798.369564294,/optitrack/bouncing_table/pose.pose.position.z,0.8815212249755859
0.009327967000000001,1678374798.381865566,1678374798.373731136,/optitrack/bouncing_table/pose.pose.position.z,0.8815211057662964
0.013100497000000001,1678374798.385638096,1678374798.377897739,/optitrack/bouncing_table/pose.pose.position.z,0.8815187215805054
0.017414714,1678374798.389952313,1678374798.382064342,/optitrack/bouncing_table/pose.pose.position.z,0.8815186619758606
0.021788566000000002,1678374798.394326165,1678374798.386230945,/optitrack/bouncing_table/pose.pose.position.z,0.8815242052078247
0.027310208000000002,1678374798.399847807,1678374798.390397787,/optitrack/bouncing_table/pose.pose.position.z,0.881519615650177
0.030242755000000003,1678374798.402780354,1678374798.394564390,/optitrack/bouncing_table/pose.pose.position.z,0.881517231464386
0.034294583000000003,1678374798.406832182,1678374798.398730993,/optitrack/bouncing_table/pose.pose.position.z,0.8815118074417114
0.038419301,1678374798.410956900,1678374798.402897834,/optitrack/bouncing_table/pose.pose.position.z,0.8815121650695801
0.042327975000000004,1678374798.414865574,1678374798.407064437,/optitrack/bouncing_table/pose.pose.position.z,0.8815051317214966
0.046425157,1678374798.418962756,1678374798.411231040,/optitrack/bouncing_table/pose.pose.position.z,0.8815149664878845
0.050704620000000006,1678374798.423242219,1678374798.415397644,/optitrack/bouncing_table/pose.pose.position.z,0.8815093040466309
0.055062551,1678374798.427600150,1678374798.419564485,/optitrack/bouncing_table/pose.pose.position.z,0.8815151453018188
0.0598389,1678374798.432376499,1678374798.423731088,/optitrack/bouncing_table/pose.pose.position.z,0.881514310836792
0.06364251500000001,1678374798.436180114,1678374798.427897691,/optitrack/bouncing_table/pose.pose.position.z,0.8815171718597412
0.067566017,1678374798.440103616,1678374798.432064294,/optitrack/bouncing_table/pose.pose.position.z,0.8815082311630249
0.071639456,1678374798.444177055,1678374798.436231136,/optitrack/bouncing_table/pose.pose.position.z,0.8815158605575562
0.07563602100000001,1678374798.448173620,1678374798.440397739,/optitrack/bouncing_table/pose.pose.position.z,0.8815172910690308
0.07977991000000001,1678374798.452317509,1678374798.444564342,/optitrack/bouncing_table/pose.pose.position.z,0.8815158605575562
0.08406501000000001,1678374798.456602609,1678374798.448730945,/optitrack/bouncing_table/pose.pose.position.z,0.8815138936042786
0.08955328500000001,1678374798.462090884,1678374798.452897787,/optitrack/bouncing_table/pose.pose.position.z,0.8815135359764099
0.092652389,1678374798.465189988,1678374798.457064390,/optitrack/bouncing_table/pose.pose.position.z,0.8815228343009949
0.096977718,1678374798.469515317,1678374798.461230993,/optitrack/bouncing_table/pose.pose.position.z,0.8815169930458069
0.101054656,1678374798.473592255,1678374798.465397834,/optitrack/bouncing_table/pose.pose.position.z,0.8815256357192993
0.104901273,1678374798.477438872,1678374798.469564437,/optitrack/bouncing_table/pose.pose.position.z,0.881522536277771
0.10921557600000001,1678374798.481753175,1678374798.473731040,/optitrack/bouncing_table/pose.pose.position.z,0.8815175294876099
0.11329951,1678374798.485837109,1678374798.477897644,/optitrack/bouncing_table/pose.pose.position.z,0.8815207481384277
0.118418462,1678374798.490956061,1678374798.482064485,/optitrack/bouncing_table/pose.pose.position.z,0.8815195560455322
0.122106608,1678374798.494644207,1678374798.486231088,/optitrack/bouncing_table/pose.pose.position.z,0.881518542766571
0.126261703,1678374798.498799302,1678374798.490397691,/optitrack/bouncing_table/pose.pose.position.z,0.8815190196037292
0.13026336700000002,1678374798.502800966,1678374798.494564294,/optitrack/bouncing_table/pose.pose.position.z,0.8815165162086487
0.13417952700000002,1678374798.506717126,1678374798.498731136,/optitrack/bouncing_table/pose.pose.position.z,0.8815231919288635
0.1383453,1678374798.510882899,1678374798.502897739,/optitrack/bouncing_table/pose.pose.position.z,0.8815233111381531
0.142345525,1678374798.514883124,1678374798.507064342,/optitrack/bouncing_table/pose.pose.position.z,0.8815310597419739
0.146823632,1678374798.519361231,1678374798.511230945,/optitrack/bouncing_table/pose.pose.position.z,0.8815200924873352
0.15171018900000002,1678374798.524247788,1678374798.515397787,/optitrack/bouncing_table/pose.pose.position.z,0.8815158605575562
0.155339052,1678374798.527876651,1678374798.519564390,/optitrack/bouncing_table/pose.pose.position.z,0.8815127611160278
0.159442424,1678374798.531980023,1678374798.523730993,/optitrack/bouncing_table/pose.pose.position.z,0.8815135955810547
0.16331502,1678374798.535852619,1678374798.527897834,/optitrack/bouncing_table/pose.pose.position.z,0.8815077543258667
0.16730946300000002,1678374798.539847062,1678374798.532064437,/optitrack/bouncing_table/pose.pose.position.z,0.8815168142318726
0.171717738,1678374798.544255337,1678374798.536231040,/optitrack/bouncing_table/pose.pose.position.z,0.8815187811851501
0.175792956,1678374798.548330555,1678374798.540397644,/optitrack/bouncing_table/pose.pose.position.z,0.8815194964408875
0.180810607,1678374798.553348206,1678374798.544564485,/optitrack/bouncing_table/pose.pose.position.z,0.8815179467201233
0.184405024,1678374798.556942623,1678374798.548731088,/optitrack/bouncing_table/pose.pose.position.z,0.8815179467201233
